Job Title,Company Name,Location,Experience,Salary,Job Description,Skills
"Data Scientist - I / Exp. +3 / Delhi NCR, Pune, Mumbai",USHEMA MANSYSTEM,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"LMS, Neural Networks, Data Analytics, Machine Learning, Python, Data Science, AI, Operations"
Data Scientist - WFO,Sweden Based MNC,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Artificial Intelligence, Natural Language Processing, Chatbot, ML, Wfo, Languages, Intelligence, Processing"
"Data Scientist II, ML",Uber,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"advance sql, advanced analytics, python, mixpanel, forecasting, financial systems, anomaly detection, analysis"
Sr. D&T Data Scientist,General Mills,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Operations research, Market intelligence, Supply chain operations, HTTP, FMCG, Stakeholder management, Open source, Forecasting"
AI/ML / Data Scientist,Adroithr Management Services,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Data Science, Artificial Intelligence, Machine Learning, Tensorflow, Pytorch, LangGraph, LangChain, Natural Language Processing"
Principal/Lead Data Scientist,Fractal Analytics,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Training, deep learning, Team management, data science, GCP, Machine learning, Deployment, Monitoring"
Senior Manager-Data Scientist- Gen AI || IC role,Sun Life Global Solutions,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Natural Language Processing, Tableau, Machine Learning, Deep Learning, Python, Data Science, Process, Gen"
Staff Product Data Scientist,Paypal,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Data analysis, data science, Diversity and Inclusion, Machine learning, Hypothesis Testing, Wellness, payment solutions, Analytics"
Senior / Lead Data Scientist - Optimization Expert,Zetwerk,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Operations research, data science, Consulting, Lead, Performance optimization, Silicon, Analytics, SQL"
Senior Specialist Data Scientist,Infineon,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Semiconductor, Web technologies, data science, Diversity and Inclusion, Machine learning, Data collection, Natural language processing, Digital marketing"
Senior Principal Data Scientist,Oracle,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Data analysis, metadata, Usage, Architecture, Product service, Deployment, big data, Principal"
Immediate : Project Manager : GEN AI/ DATA Scientist,https://argsol.in/,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"project manager, Data Science, Project Management, Artificial Intelligence, data scientist, data engineering, Intelligence, Gen"
Data Scientist,Authentic Staffing Agency,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Financial Services, Machine Learning, SQL, Data Science, Python, Predictive Modeling, cloud-based analytics, R"
Data Scientist,International Client - KSA,"Singapore, Canada, United Kingdom (UK)",2-7 Yrs,50-70 Lacs PA,Combine models through ensemble modeling Present information using data visualization t...,"Predictive Modeling, Natural Language Processing, Image Analysis, Data Science, Image Processing, Cnn, Logistic Regression, Neural Networks"
"Software Development Engineer, Alexa Smart Properties",Amazon,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Hospitality, Focus, Shaping, Architectural design, Programming, Internship, Software solutions, Software services"
"Business Intelligence Engineer , Amazon Last Mile",Amazon,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Microstrategy, NoSQL, data science, Analytical, Flex, data visualization, Oracle, Business intelligence"
Chief Analytics Office (CAO) - Data Scientist,IBM,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","ab testing, data analysis, data science, ai techniques, data visualization, python, tensorflow, pytorch"
Chief Analytics Office (CAO) - Data Scientist,IBM,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","project management, data analytics, machine learning, artificial intelligence, data science, cleaning, python, data analysis"
Manager/ Sr. Manager- Data Scientist,Havells,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Data Science, Advanced Analytics, Data Analytics, Python, Data, Data management, Management, Analytics"
Data Scientist Lead,JPMorgan Chase Bank,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Data analysis, Version control, Artificial Intelligence, Machine learning, Data structures, Natural language processing, Analytics, Financial services"
Junior Data Scientist,Swiss Re,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Reinsurance, Claims, Costing, data science, Underwriting, Actuarial, Portfolio management, Analytics"
Senior Data Scientist (AI/ML),Innovaccer,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","data science, Enterprise applications, Artificial Intelligence, Machine learning, Healthcare, Genetics, Operations, Python"
Senior / Lead Data Scientist,Maruti Suzuki,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Cloud computing, Data analysis, Powertrain, data science, Machine learning, Market research, Statistics, Automotive"
Sr. Data Scientist,Nielsen Sports,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Computer science, Automation, data science, Simulation, Social media, Machine learning, Workflow, Analytics"
Senior Analyst/Data Scientist - NLP/GenAI,Zetwerk,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Health insurance, Automation, Business transformation, Consulting, Machine learning, Healthcare, Life sciences, Operations"
Sr. Data Scientist,Visa,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Data analysis, Data modeling, Machine learning, Risk management, Data mining, User acceptance testing, Monitoring, Python"
Senior Data Scientist / Lead Data Scientist - NLP /GenAI,Zetwerk,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Health insurance, Automation, Business transformation, Consulting, Machine learning, Healthcare, Life sciences, Operations"
Sr. Data Scientist,Visa,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Unix, Automation, Linux, Machine learning, Perl, Data mining, MATLAB, Monitoring"
Senior / Lead Data Scientist,Zetwerk,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Health insurance, Backend, Machine learning, Healthcare, Wellness, Life sciences, Continuous improvement, Analytics"
"Senior Associate, Senior Statistical Data Scientist",Pfizer,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Statistical programming, CRO, SAS, Pharma, Project management, Clinical trials, Management, SDLC"
Sr Data Scientist,Tech Mahindra,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Data Science, Azure, C++, R, Hive, java, C, Clustering"
Senior Data Scientist/ Data Scientist,Fractal Analytics,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","RCA, Software design, Version control, Coding, Machine learning, Data structures, Project delivery, Monitoring"
Chief Analytics Office (CAO) - Data Scientist,IBM,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","project management, data analytics, machine learning, artificial intelligence, data science, cleaning, python, data analysis"
"Data Scientist II, Vacation Rental Data Analytics",Expedia,Bengaluru,0-7 Yrs,Not disclosed,"Are you looking for an opportunity to build a highly available, large scale, enterpris...","Career development, data science, Talent acquisition, Analytical, Machine learning, Data analytics, Stakeholder management, Continuous improvement"
"SENIOR, DATA SCIENTIST (MLE)",Walmart,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"C++, Software design, Machine learning, Apache, Business solutions, Information technology, Distribution system, Analytics"
"Senior, Data Scientist",Walmart,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Computer vision, GCP, Analytical, Machine learning, Information technology, Monitoring, Analytics, SQL"
Principal Data Scientist / Senior Data Scientist / Data Scientist,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"data science, algorithms, Data Scientist, Senior Data Scientist, NLP models, machine learning, Principal Data Scientist, Senior"
Principal Data Scientist / Senior Data Scientist / Data Scientist,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"data science, algorithms, Data Scientist, Senior Data Scientist, NLP models, machine learning, Principal Data Scientist, Senior"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Natural Language Processing, algorithms, python, gpm, sentiment analysis, neural networks, machine learning, artificial intelligence"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Natural Language Processing, algorithms, python, gpm, sentiment analysis, neural networks, machine learning, artificial intelligence"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Natural Language Processing, algorithms, python, gpm, sentiment analysis, neural networks, machine learning, artificial intelligence"
Principal Data Scientist / Senior Data Scientist/ Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"NLP, algorithms, python, LSTM, sentiment analysis, neural networks, GPT, text analytics"
Principal Data Scientist / Senior Data Scientist/ Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"NLP, algorithms, python, LSTM, sentiment analysis, neural networks, GPT, text analytics"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Data Science, natural language processing, sentiment analysis, NLP solutions, chatbots, text classification, machine learning, Data"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Data Science, natural language processing, sentiment analysis, NLP solutions, chatbots, text classification, machine learning, Processing"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Data Science, natural language processing, sentiment analysis, NLP solutions, chatbots, text classification, machine learning, Senior"
Data Scientist / Senior Data Scientist,Creative Synergies,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"T5, NLP, GPT, LLM, Pytorch, Tensorflow, DL, PL"
Senior Data Scientist,Morningstar,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Data analysis, data science, Business analytics, Machine learning, MySQL, Data collection, Data structures, data visualization"
Senior Data Scientist,Michelin,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Retail, Merchandising strategies, Data modeling, Coding, Machine learning, Predictive modeling, Analytics, SQL"
Senior Data Scientist,Lowes Services India Private limited,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Data analysis, Machine learning, Agile, Continuous improvement, Monitoring, Analytics, Product marketing, SQL"
Senior Data Scientist,Michelin,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Retail, Merchandising strategies, Data modeling, Coding, Machine learning, Predictive modeling, Analytics, SQL"
DATA SCIENTIST-ADVANCED ANALYTICS,IBM,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"schema, data architecture, warehouse, olap, etl, python, data analysis, datastage"
Senior Data Scientist - AWS Professional Services,Amazon,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"deep learning, FPGA, Project management, Artificial Intelligence, Consulting, Machine learning, Manager Technology, big data"
Senior Data Scientist,Sagri Co,Bengaluru,1-5 Yrs,Not disclosed,Outlined below are the required minimum qualifications for this positionPreferred Quali...,"Computer vision, Data analysis, Version control, Image processing, Project management, Machine learning, Data processing, Remote sensing"
"Applied Scientist II, ROW AOP",Amazon,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Supply chain, C++, Analytical, Machine learning, Data structures, Scheduling, Data mining, Analytics"
Data Scientist Internship,Pranathi Software Services,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...",
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, sentiment analysis, chatbots, NLP models, text classification, text analytics, Senior, Analysis"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, sentiment analysis, chatbots, NLP models, text classification, text analytics, Data, Natural language processing"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, sentiment analysis, chatbots, NLP models, text classification, text analytics, Data, Natural language processing"
Principal Data Scientist/ Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","NLP, deep learning, algorithms, sentiment analysis, Data Scientist, LSTMs, BERT, GPT"
Principal Data Scientist/ Senior Data Scientist / Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","NLP, deep learning, algorithms, sentiment analysis, Data Scientist, LSTMs, BERT, GPT"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, NLP, sentiment analysis, LSTMs, BERT, GPT, machine learning, text analytics"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, NLP, sentiment analysis, LSTMs, BERT, GPT, machine learning, text analytics"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, algorithms, python, natural language processing, sentiment analysis, bert, machine learning, artificial intelligence"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, algorithms, python, natural language processing, sentiment analysis, bert, machine learning, artificial intelligence"
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data Science, algorithms, python, natural language processing, sentiment analysis, bert, machine learning, artificial intelligence"
Senior Data Scientist,Myntra,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Supply chain management, Data management, Machine learning, Performance testing, SCM, Troubleshooting, Distribution system, SQL"
Senior Data Scientist,Swiggy,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","deep learning, data science, Machine learning, Commerce, Mentor, SQL, Python, Logistics"
Opportunity |Senior Lead Data Scientist | Tavant India,Tavant Technologies,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","python, client engagement, preslaes, machine learning, NLP, Classification, Regression, Client"
Data Scientist Lead - L1,Wipro,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","team management, machine learning, deep learning, data science, ml, python, natural language processing, neural networks"
"Senior Data Scientist, Actimize",inContact,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Data analysis, Automation, Finance, Machine learning, Flex, Business strategy, Risk management, Fraud detection"
Senior Data Scientist - Marketplace,Gojek,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Machine learning, Distribution system, Financial services, SQL, Python, Recruitment, Logistics, Technical documentation"
Senior Data Scientist - Marketplace,Tokopedia,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Machine learning, Distribution system, Financial services, SQL, Python, Recruitment, Logistics, Technical documentation"
Principal Data Scientist - Fintech Lending/Capital,Toast,Hyderabad,0-5 Yrs,Not disclosed,"PhD, or Masters degree and 4+ years of CS, CE, ML or related field experience Experienc...","Product engineering, GIT, orchestration, Machine learning, SCALA, Data quality, test driven development, Business strategy"
Data Scientist Intern,People Tech,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...",
"Data Scientist II, FinTech",Uber,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Mining, Product engineering, data science, Analytical, data visualization, Bioinformatics, Analytics, SQL"
Junior Data Scientist,Avalon Global Research,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Basic, Data analysis, GCP, Management systems, Shaping, Cloud, Deployment, model development"
Senior Statistical Data Scientist,Pfizer,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","CRO, Biotechnology, QC, Pharma, Programming, Data, Statistics, Pharmaceutical"
Lead Data Scientist,Murren Consulting,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","data scientist, Data Strategy, GPT Model, Artificial Intelligence, LangChain, Machine Learning, Data Science, Pytorch"
"Sr. Data Scientist For IT Product based company, Bangalore",Hrcadre Consulting,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Data Science, Tensorflow, AWS, IT Products, SR, Data, Science, Company"
Senior Statistical Data Scientist,Pfizer,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Statistical programming, CRO, SAS, Pharma, Project management, Clinical trials, Management, Statistics"
Data Scientist 2,Uber,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Product management, Business analytics, Analytical, Agile, Data quality, MATLAB, Monitoring, SQL"
Lead Data Scientist,Caterpillar Inc,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Manager Quality Assurance, Data management, Analytical, Machine learning, System design, Data mining, Analytics, SQL"
Data Scientist - 2,Ninjacart,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Supply chain, Computer vision, Data analysis, Machine learning, Engineering Manager, Data analytics, Forecasting, Monitoring"
Sr Data Scientist,GE Aerospace,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Aerospace, Analytical, Artificial Intelligence, Machine learning, Agile, Data quality, Technical support, Analytics"
Sr Advanced Data Scientist,Honeywell,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Computer science, spark, Artificial Intelligence, Financial analytics, Machine learning, Corporate finance, Natural language processing, Mathematics"
SR. Data Scientist,TE Connectivity,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Data Science, analytical frameworks, R, AI techniques, machine learning, AWS, Python, SQL"
Data Scientist/Senior Data Scientist - NLP GenAi,Fractal Analytics,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","GIT, GCP, Analytical, Software development life cycle, Application development, Natural language processing, Open source, AWS"
Senior Data Scientist,Gameskraft,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Computer science, Statistical modeling, Time series analysis, ISO 27001, Machine learning, data governance, Data quality, Gaming"
Senior Data Scientist,Medtronic,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","advanced analytics, Data analysis, NoSQL, Analytical, Healthcare, Data processing, Data quality, high performance computing"
Staff Product Data Scientist,Xoom,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Data analysis, data science, Diversity and Inclusion, Machine learning, Hypothesis Testing, Wellness, payment solutions, Analytics"
Sr. Data Scientist,Juniper Networks,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Automation, Networking, Coding, Customer support, Technical support, Analytics, SQL, CRM"
Senior Data Scientist,GEP,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","Data Science, GEN AI, Cnn, Generative Ai, Artificial Intelligence, Natural Language Processing, Neural Networks, LLM"
Lead Data Scientist,Neostats Analytics Solutions,Hyderabad,2-7 Yrs,"10,000/month","MS or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Com...","python, sas, predictive analytics, presentation skills, business acumen, sql, Presentation, Data"
"Business Intelligence Engineer , Amazon Last Mile",Amazon,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Microstrategy, NoSQL, data science, Analytical, Flex, data visualization, Oracle, Business intelligence"
Financial Analyst,AMERICAN EXPRESS,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Computer science, Career development, Finance, Analytical, Wellness, Forecasting, Analytics, Financial services"
Software Development Engineer,Amazon,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Cloud computing, Statistical modeling, big data analytics, Machine learning, Architectural design, Technical Lead, Customer experience, Data mining"
Data Scientist Trainee,Intechnative Systems & Services,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Selection process, Analytical skills, SQL queries, Machine learning, Javascript, scientist trainee, Open source, Information technology"
Senior Data Scientist,Netcore Cloud,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Pytorch, Tensorflow, Machine Learning, Deep Learning, Senior, Machine, Data"
Lead Analytics Analyst / Data Scientist AFC,Deutsche Bank,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Data Analytics, AML, AFC Model Development, CTF, EMEA, products services, transaction monitoring, Threat Analytics"
Senior Analyst/Data Scientist - NLP/Gen AI,Tiger Analytics,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Data Science, Gen AI, NLP, Bert, LLM, Python, Data, Natural language processing"
"Data Scientist II, Forecasting and Workforce Planning",Expedia,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Data analysis, Team management, SAS, Data management, Financial analysis, Staffing, Data processing, Data mining"
"Senior Associate, Data Scientist",BNY,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Computer science, Usage, Front end, Bloomberg, Fixed income, Machine learning, market data, Financial services"
Senior Data Scientist,Colgate-Palmolive (India),Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Logistic regression, Neural networks, Business analytics, Analytical, Machine learning, Predictive modeling, Continuous improvement, Forecasting"
"Lead Data Scientist, Supply Chain",Zetwerk,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Supply chain, Analytical skills, advanced analytics, Prototype, Statistical analysis, data science, Analytical, Demand forecasting"
Senior Data Scientist,Mott Macdonald,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Diversity and Inclusion, Machine learning, Agile, Data processing, Natural language processing, Engineering Design, Monitoring, SQL"
Sr Data Scientist (NLP & GenAI),Gartner,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Product management, Cloud computing, Version control, Machine learning, Analytics, SQL, Python, Recruitment"
Data Scientist II,NEW Yorkers,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Printing, Computer vision, deep learning, Publishing, Statistical analysis, data science, Technical Expert, Machine learning"
Senior Data Scientist,SG Analytics,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","Natural Language Processing, LLM, Python, SQL, Data Science, R, Power Bi, Artificial Intelligence"
Senior Data Scientist,Point Perfect Transcription Services,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","python, modeling, natural language processing, information retrieval, neural networks, machine learning, artificial intelligence, text analytics"
Senior Data Scientist- LLM,We Remote Devs,Hyderabad,0-10 Yrs,Not disclosed,"experience Experience with data visualization using Tableau, Quicksight, or similar too...","GIS, Computer science, Data analysis, data science, telco, Machine learning, Programming, Competitive intelligence"
